TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
RSI55/BOP0.05/, 12.29, 0.8749, 0.6667, 0.5, 0.7647, 0.6538,, 0.625, 0.9583, 0.5955
RSI55/BOP0.03/, 12, 0.8762, 0.6667, 0.5, 0.7647, 0.6522,, 0.6667, 0.9583, 0.601228571428572
RSI55/BOP0.01/, 11.86, 0.8761, 0.6667, 0.5, 0.7647, 0.6522,, 0.6429, 0.9583, 0.597828571428571
RSI55/BOP-0.01/, 11.71, 0.8744, 0.6667, 0.5, 0.7647, 0.6522,, 0.6154, 0.9583, 0.5939
RSI55/BOP-0.03/, 11.71, 0.8776, 0.6667, 0.6667, 0.7879, 0.6522,, 0.6154, 0.9583, 0.621028571428571
RSI55/BOP-0.05/, 11, 0.8761, 0.7, 0.5, 0.7879, 0.6522,, 0.5833, 0.9545, 0.596842857142857
RSI55/BOP-0.07/, 10.86, 0.8763, 0.7, 0.5, 0.7812, 0.6522,, 0.5833, 0.9545, 0.595885714285714
RSI50/BOP0.07/BBANDS0.03/, 0.71, 0.4224, 1,, 0.5,,,, 1, 0.357142857142857
RSI50/BOP0.07/BBANDS0.02/, 0.43, 0.4277, 1,, 1,,,, 1, 0.428571428571429
RSI50/BOP-0.01/, 10.71, 1.0154, 0.9286, 0.3333, 0.6471, 0.6957, 1, 0.5, 0.8947, 0.7142
RSI50/BOP-0.03/, 10.57, 1.0174, 0.9231, 0.3333, 0.6667, 0.6957, 1, 0.5556, 0.8947, 0.724157142857143
RSI50/BOP-0.05/, 10.29, 1.018, 0.9167, 0.3333, 0.6667, 0.6957, 1, 0.5556, 0.8889, 0.722414285714286
RSI50/BOP-0.07/, 10.29, 1.0183, 0.9167, 0.3333, 0.6875, 0.6957, 1, 0.5556, 0.8889, 0.725385714285714
BOP0.07/BBANDS0.03/, 3.86, 0.8557, 0.75, 1, 0.6667, 1,, 1, 1, 0.773814285714286
BOP0.07/BBANDS0.02/, 1.57, 0.7235, 1,, 1, 1,, 1, 1, 0.714285714285714
RSI55/MACD3/BBANDS0.07/ADX45/, 6.86, 0.8896, 0.8, 1, 0.65, 0.8889,, 0.6667, 0.7692, 0.682114285714286
RSI55/MACD3/BBANDS0.07/ADX50/, 7, 0.8906, 0.8, 1, 0.65, 0.9,, 0.6667, 0.7692, 0.6837
RSI55/MACD3/BBANDS0.06/, 5.14, 0.7363, 0.8333,, 0.7333, 1,, 0.5556, 0.8333, 0.565071428571429
RSI55/MACD3/BBANDS0.05/, 3.57, 0.7332, 0.8,, 1, 1,, 1, 0.8571, 0.6653
RSI55/MACD3/BBANDS0.04/, 2.29, 0.7279, 0.5,, 1, 1,, 1, 0.75, 0.607142857142857
RSI55/MACD3/BBANDS0.03/, 0.71, 0.5716, 0.5,, 1,,, 1, 1, 0.5
RSI55/MACD3/BBANDS0.02/, 0.29, 0.2835, 1,, 1,,,,, 0.285714285714286
RSI50/MACD3/BBANDS0.03/, 0.86, 0.5588, 1,, 0.5,,, 0.5, 1, 0.428571428571429
RSI50/MACD3/BBANDS0.02/, 0.43, 0.5573, 1,, 1,,, 0, 1, 0.428571428571429
MACD3/BBANDS0.03/, 6, 0.99, 0.7273, 1, 0.6429, 1, 0, 0.8462, 1, 0.7452
MACD3/BBANDS0.02/, 2.29, 0.8507, 0.6667,, 1, 1, 0, 0.5, 1, 0.595242857142857
RSI55/BBANDS0.07/ADX45/, 7.43, 0.8885, 0.8182, 1, 0.6364, 0.8889,, 0.6, 0.7857, 0.6756
RSI55/BBANDS0.07/ADX50/, 7.57, 0.8895, 0.8182, 1, 0.6364, 0.9,, 0.6, 0.7857, 0.677185714285714
RSI55/BBANDS0.06/, 5.71, 0.7342, 0.8571,, 0.7059, 1,, 0.5, 0.8462, 0.558457142857143
RSI55/BBANDS0.05/, 3.71, 0.728, 0.8,, 0.8889, 1,, 0.7143, 0.8571, 0.608614285714286
RSI55/BBANDS0.04/, 2.43, 0.7231, 0.5,, 0.8571, 1,, 0.7143, 0.75, 0.545914285714286
RSI55/BBANDS0.03/, 0.86, 0.5674, 0.5,, 1,,, 0.75, 1, 0.464285714285714
RSI55/BBANDS0.02/, 0.29, 0.4131, 1,, 1,,, 0,, 0.285714285714286
RSI50/BBANDS0.03/, 1, 0.5638, 1,, 0.6667,,, 0.5, 1, 0.452385714285714
RSI50/BBANDS0.02/, 0.57, 0.5602, 1,, 1,,, 0, 1, 0.428571428571429
BBANDS0.03/, 6.14, 0.9899, 0.7273, 1, 0.6429, 1, 0, 0.8462, 1, 0.7452
BBANDS0.02/, 2.29, 0.8507, 0.6667,, 1, 1, 0, 0.5, 1, 0.595242857142857
RSI55/MACD3/BOP0.07/ADX45/, 11.29, 0.8709, 0.7273, 0.3333, 0.7419, 0.68,, 0.5714, 0.9565, 0.572914285714286
RSI55/MACD3/BOP0.07/ADX50/, 11.57, 0.8708, 0.7273, 0.3333, 0.75, 0.6538,, 0.6, 0.9565, 0.574414285714286
RSI55/BOP0.07/ADX45/, 11.43, 0.8727, 0.7273, 0.3333, 0.7419, 0.68,, 0.6, 0.9565, 0.577
RSI55/BOP0.07/ADX50/, 11.71, 0.8724, 0.7273, 0.3333, 0.75, 0.6538,, 0.625, 0.9565, 0.577985714285714
RSI55/MACD3/ADX45/, 17.14, 1.0239, 0.7, 0.3333, 0.6667, 0.7241, 1, 0.55, 0.8966, 0.695814285714286
RSI55/MACD3/ADX50/, 17.57, 1.024, 0.7, 0.3333, 0.6731, 0.7097, 1, 0.561, 0.8966, 0.696242857142857
RSI55/ADX45/, 23.57, 1.0243, 0.8, 0.4, 0.6716, 0.7105, 1, 0.5094, 0.9, 0.713071428571429
RSI55/ADX50/, 24, 1.0244, 0.8, 0.4, 0.6765, 0.7, 1, 0.5185, 0.9, 0.713571428571429
RSI55/MACD3/BOP0.07/BBANDS0.07/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/BOP0.07/BBANDS0.07/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/MACD3/BBANDS0.07/, 7, 0.8906, 0.8, 1, 0.65, 0.9,, 0.6667, 0.7692, 0.6837
RSI55/BBANDS0.07/, 7.57, 0.8895, 0.8182, 1, 0.6364, 0.9,, 0.6, 0.7857, 0.677185714285714
RSI55/MACD3/BOP0.07/, 12.14, 0.8728, 0.6667, 0.5, 0.7647, 0.6296,, 0.5625, 0.9583, 0.583114285714286
RSI55/BOP0.07/, 12.29, 0.8743, 0.6667, 0.5, 0.7647, 0.6296,, 0.5882, 0.9583, 0.586785714285714
RSI55/MACD3/, 18.29, 1.0247, 0.6667, 0.375, 0.6852, 0.6875, 1, 0.5581, 0.9, 0.696071428571429
MACD2/BBANDS0.04/, 4.29, 0.8597, 0.6667,, 0.7, 1, 0, 0.8, 0.8, 0.566671428571428
MACD2/BBANDS0.03/, 2.29, 0.8517, 0.6667,, 0.6, 1, 0, 0.7778, 1, 0.577785714285714
MACD2/BBANDS0.07/ADX25/, 3.86, 0.8731, 0.75, 1, 0.375, 0.75,, 0.4667, 0.8, 0.591671428571429
RSI55/MACD1/ADX20/, 1.14, 0.6152, 0.75,, 0.75, 1,, 1,, 0.5
RSI55/MACD1/ADX25/, 2.14, 0.8911, 0.8,, 0.5556, 1, 1, 0.6, 1, 0.707942857142857
RSI55/MACD1/ADX30/, 3, 0.8963, 0.8,, 0.5385, 1, 1, 0.5833, 1, 0.703114285714286
RSI55/MACD1/ADX35/, 3.86, 0.8936, 0.8333,, 0.5714, 1, 1, 0.5294, 1, 0.704871428571429
RSI55/MACD1/ADX40/, 4.14, 1.0248, 0.8333, 0, 0.5714, 1, 1, 0.5263, 1, 0.704428571428571
RSI55/MACD1/ADX45/, 4.14, 1.0224, 0.7143, 0, 0.5714, 1, 1, 0.5263, 1, 0.687428571428572
RSI55/MACD1/ADX50/, 4.14, 1.0224, 0.7143, 0, 0.5714, 1, 1, 0.5263, 1, 0.687428571428572
RSI55/MACD2/ADX20/, 2.71, 0.7322, 0.6667,, 0.4286, 0.75,, 0.5, 1, 0.4779
RSI55/MACD2/ADX25/, 5.57, 1.0424, 0.7143, 1, 0.5625, 0.7143, 1, 0.4375, 0.9167, 0.763614285714286
RSI55/MACD2/ADX30/, 9, 1.0248, 0.625, 0.3333, 0.6129, 0.6, 1, 0.5357, 0.8889, 0.656542857142857
RSI55/MACD2/ADX35/, 10.86, 1.0263, 0.6364, 0.3333, 0.6364, 0.6667, 1, 0.5152, 0.9048, 0.6704
RSI55/MACD2/ADX40/, 11.86, 1.0231, 0.6364, 0.25, 0.6486, 0.65, 1, 0.5143, 0.9048, 0.657728571428571
RSI55/MACD2/ADX45/, 12, 1.0225, 0.5833, 0.3333, 0.6486, 0.65, 1, 0.5143, 0.9048, 0.662042857142857
RSI55/MACD2/ADX50/, 12.43, 1.0227, 0.5833, 0.3333, 0.6579, 0.6364, 1, 0.5278, 0.9048, 0.663357142857143
RSI55/MACD3/ADX20/, 4.43, 0.7331, 0.8,, 0.5, 0.8333,, 0.5714, 1, 0.529242857142857
RSI55/MACD3/ADX25/, 8.43, 1.0443, 0.8333, 1, 0.5217, 0.8333, 1, 0.4737, 0.9412, 0.800457142857143
RSI55/MACD3/ADX30/, 12.71, 1.0266, 0.7857, 0.3333, 0.6098, 0.7059, 1, 0.5484, 0.9167, 0.699971428571429
RSI55/MACD3/ADX35/, 15.57, 1.0282, 0.7222, 0.3333, 0.6522, 0.75, 1, 0.5526, 0.9259, 0.705171428571428
RSI55/MACD3/ADX40/, 16.86, 1.0245, 0.7222, 0.25, 0.6667, 0.7241, 1, 0.55, 0.8966, 0.687085714285714
RSI55/ADX20/, 5.71, 0.8827, 0.8182,, 0.6, 0.75, 1, 0.3846, 1, 0.6504
RSI55/ADX25/, 11.71, 1.0285, 0.8947, 0.5, 0.5714, 0.8, 1, 0.3929, 0.92, 0.725571428571429
RSI55/ADX30/, 17.57, 1.0236, 0.8636, 0.4, 0.6471, 0.72, 1, 0.4634, 0.9091, 0.714742857142857
RSI55/ADX35/, 21.14, 1.0283, 0.8077, 0.5, 0.6667, 0.7273, 1, 0.4898, 0.9189, 0.730057142857143
RSI55/ADX40/, 22.86, 1.0256, 0.8214, 0.4286, 0.6769, 0.7105, 1, 0.4902, 0.9, 0.718228571428572
RSI60/MACD2/BBANDS0.07/ADX25/, 1.57, 0.8589, 0.6667, 1, 0, 1,, 0.5714, 0.75, 0.569728571428571
RSI60/MACD2/BBANDS0.07/ADX30/, 2.43, 0.8768, 0.5, 1, 0.5, 1,, 0.5556, 0.7143, 0.609985714285714
RSI60/MACD2/BBANDS0.07/ADX35/, 2.43, 0.8768, 0.5, 1, 0.5, 1,, 0.5556, 0.7143, 0.609985714285714
RSI60/MACD2/BBANDS0.07/ADX40/, 2.57, 0.8772, 0.5, 1, 0.5, 1,, 0.5455, 0.7143, 0.608542857142857
RSI60/MACD2/BBANDS0.07/ADX45/, 2.57, 0.8772, 0.5, 1, 0.5, 1,, 0.5455, 0.7143, 0.608542857142857
RSI60/MACD2/BBANDS0.07/ADX50/, 2.71, 0.8827, 0.5, 1, 0.5, 1,, 0.5455, 0.7143, 0.608542857142857
RSI60/MACD2/BBANDS0.06/, 2.14, 0.7146, 0.5,, 0.5, 1,, 0.7143, 0.8333, 0.5068
RSI60/MACD3/BBANDS0.07/ADX25/, 3.86, 1.0239, 0.8, 1, 0.3333, 1, 1, 0.6, 0.8, 0.790471428571428
RSI60/MACD3/BBANDS0.07/ADX30/, 5.71, 1.0182, 0.7143, 1, 0.4615, 0.8333, 1, 0.6154, 0.8, 0.774928571428571
RSI60/MACD3/BBANDS0.07/ADX35/, 6.71, 1.0229, 0.6667, 1, 0.5294, 0.8571, 1, 0.6429, 0.8, 0.785157142857143
RSI60/MACD3/BBANDS0.07/ADX40/, 7, 1.0234, 0.6667, 1, 0.5, 0.8571, 1, 0.625, 0.8182, 0.781
RSI60/MACD3/BBANDS0.07/ADX45/, 7, 1.0234, 0.6667, 1, 0.5, 0.8571, 1, 0.625, 0.8182, 0.781
RSI60/MACD3/BBANDS0.07/ADX50/, 7.57, 1.0245, 0.65, 1, 0.5, 0.875, 1, 0.6471, 0.8333, 0.786485714285714
RSI60/MACD3/BBANDS0.06/, 5.14, 1.0144, 0.5385, 1, 0.4615, 0.8, 1, 0.6667, 0.9, 0.766671428571429
RSI60/BBANDS0.07/ADX25/, 3.86, 1.0237, 0.8, 1, 0.3333, 1, 1, 0.5, 0.8, 0.776185714285714
RSI60/BBANDS0.07/ADX30/, 5.86, 1.0179, 0.7143, 1, 0.4667, 0.8333, 1, 0.5333, 0.8, 0.763942857142857
RSI60/BBANDS0.07/ADX35/, 6.86, 1.0222, 0.6667, 1, 0.5263, 0.8571, 1, 0.5625, 0.8, 0.773228571428571
RSI60/BBANDS0.07/ADX40/, 7.43, 1.0232, 0.6667, 1, 0.5455, 0.8571, 1, 0.5556, 0.8182, 0.777585714285714
RSI60/BBANDS0.07/ADX45/, 7.43, 1.0232, 0.6667, 1, 0.5455, 0.8571, 1, 0.5556, 0.8182, 0.777585714285714
RSI60/BBANDS0.07/ADX50/, 8, 1.0243, 0.65, 1, 0.5455, 0.875, 1, 0.5789, 0.8333, 0.783242857142857
RSI60/BBANDS0.06/, 5.57, 1.0141, 0.5385, 1, 0.5294, 0.8, 1, 0.5714, 0.9, 0.762757142857143
RSI60/MACD2/BBANDS0.07/, 2.71, 0.8827, 0.5, 1, 0.5, 1,, 0.5455, 0.7143, 0.608542857142857
RSI60/MACD3/BBANDS0.07/, 7.57, 1.0243, 0.65, 1, 0.5, 0.875, 1, 0.6111, 0.8333, 0.781342857142857
RSI60/BBANDS0.07/, 8, 1.0242, 0.65, 1, 0.5455, 0.875, 1, 0.55, 0.8333, 0.779114285714286
RSI50/MOM0/MACD3/BOP-0.01/, 5.57, 1.0194, 0.8889, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.758957142857143
RSI50/MOM0/MACD3/BOP-0.03/, 5.43, 1.0188, 0.875, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.756971428571429
RSI50/MOM0/MACD3/BOP-0.05/, 5.29, 1.0197, 0.8571, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.754414285714286
RSI50/MOM0/MACD3/BOP-0.07/, 5.29, 1.0197, 0.8571, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.754414285714286
RSI50/MOM0/BOP-0.01/, 5.57, 1.0194, 0.8889, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.758957142857143
RSI50/MOM0/BOP-0.03/, 5.43, 1.0188, 0.875, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.756971428571429
RSI50/MOM0/BOP-0.05/, 5.29, 1.0197, 0.8571, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.754414285714286
RSI50/MOM0/BOP-0.07/, 5.29, 1.0197, 0.8571, 0.3333, 0.6667, 0.9, 1, 0.6667, 0.8571, 0.754414285714286
RSI50/MACD3/BOP0.05/ADX25/, 2.57, 1, 1, 0, 0.6667, 0.5, 1, 0, 0.875, 0.577385714285714
RSI50/MACD3/BOP0.05/ADX30/, 4.71, 1.0154, 1, 0.5, 0.7692, 0.6364, 1, 0, 0.9091, 0.687814285714286
RSI50/MACD3/BOP0.05/ADX35/, 5.14, 1.0156, 1, 0.5, 0.7333, 0.5714, 1, 0, 0.9167, 0.674485714285714
RSI50/MACD3/BOP0.05/ADX40/, 5.57, 1.0116, 1, 0.5, 0.6875, 0.6, 1, 0, 0.9167, 0.672028571428571
RSI50/MACD3/BOP0.05/ADX45/, 6, 1.016, 1, 0.3333, 0.6667, 0.6, 1, 0.2857, 0.9167, 0.686057142857143
RSI50/MACD3/BOP0.05/ADX50/, 6.14, 1.0177, 1, 0.3333, 0.6667, 0.6, 1, 0.375, 0.9167, 0.698814285714286
RSI45/MACD3/BOP0.05/ADX25/, 2.57, 0.8586, 0.5, 0.5, 0.8333, 0.3333,, 0.2, 0.9, 0.466657142857143
RSI45/MACD3/BOP0.05/ADX30/, 3.29, 0.997, 0.3333, 0.5, 0.875, 0.4286, 1, 0.1667, 0.9, 0.600514285714286
RSI50/BOP0.05/ADX25/, 2.57, 1, 1, 0, 0.6667, 0.5, 1, 0, 0.875, 0.577385714285714
RSI50/BOP0.05/ADX30/, 4.71, 1.0154, 1, 0.5, 0.7692, 0.6364, 1, 0, 0.9091, 0.687814285714286
RSI50/BOP0.05/ADX35/, 5.14, 1.0156, 1, 0.5, 0.7333, 0.5714, 1, 0, 0.9167, 0.674485714285714
RSI50/BOP0.05/ADX40/, 5.57, 1.0116, 1, 0.5, 0.6875, 0.6, 1, 0, 0.9167, 0.672028571428571
RSI50/BOP0.05/ADX45/, 6, 1.016, 1, 0.3333, 0.6667, 0.6, 1, 0.2857, 0.9167, 0.686057142857143
RSI50/BOP0.05/ADX50/, 6.14, 1.0177, 1, 0.3333, 0.6667, 0.6, 1, 0.375, 0.9167, 0.698814285714286
RSI45/BOP0.05/ADX25/, 2.57, 0.8586, 0.5, 0.5, 0.8333, 0.3333,, 0.2, 0.9, 0.466657142857143
RSI45/BOP0.05/ADX30/, 3.29, 0.997, 0.3333, 0.5, 0.875, 0.4286, 1, 0.1667, 0.9, 0.600514285714286
RSI50/MACD2/ADX25/, 4.29, 1.0115, 1, 0, 0.6364, 0.5, 1, 0.3077, 0.8889, 0.619
RSI50/MACD2/ADX30/, 6.57, 1.0224, 1, 0.5, 0.6842, 0.6364, 1, 0.3125, 0.9167, 0.7214
RSI50/MACD2/ADX35/, 7.71, 1.0302, 1, 0.6667, 0.6667, 0.6, 1, 0.2941, 0.9286, 0.736585714285714
RSI50/MACD2/ADX40/, 8.71, 1.0287, 1, 0.6667, 0.6667, 0.625, 1, 0.3333, 0.9333, 0.746428571428572
RSI50/MACD2/ADX45/, 9.14, 1.0259, 0.9091, 0.5, 0.6552, 0.625, 1, 0.4, 0.9333, 0.717514285714286
RSI50/MACD2/ADX50/, 9.29, 1.0262, 0.9091, 0.5, 0.6552, 0.625, 1, 0.4286, 0.9333, 0.7216
RSI45/MACD2/ADX25/, 3.14, 0.8635, 0.8, 0.5, 0.8571, 0.3333,, 0.1667, 0.9, 0.508157142857143
RSI45/MACD2/ADX30/, 4, 1.0083, 0.6667, 0.5, 0.8889, 0.4286, 1, 0.25, 0.9, 0.662028571428571
RSI45/MACD3/BOP0.07/ADX25/, 3.86, 0.8585, 0.6667, 0.5, 0.75, 0.5,, 0.25, 0.9167, 0.511914285714286
RSI45/MACD3/BOP0.07/ADX30/, 5.14, 0.9954, 0.4, 0.5, 0.7333, 0.5, 1, 0.2222, 0.9375, 0.613285714285714
RSI45/BOP0.07/ADX25/, 3.86, 0.8585, 0.6667, 0.5, 0.75, 0.5,, 0.25, 0.9167, 0.511914285714286
RSI45/BOP0.07/ADX30/, 5.14, 0.9954, 0.4, 0.5, 0.7333, 0.5, 1, 0.2222, 0.9375, 0.613285714285714
RSI45/MACD3/ADX25/, 4.43, 0.8621, 0.8333, 0.5, 0.7692, 0.5,, 0.2222, 0.9167, 0.534485714285714
RSI45/MACD3/ADX30/, 5.86, 1.0022, 0.625, 0.5, 0.75, 0.5, 1, 0.2727, 0.9375, 0.655028571428572
RSI35/MOM0/MACD3/BOP0.05/ADX40/, 1, 0.8666, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MOM0/MACD3/BOP0.05/ADX45/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/MACD3/BOP0.05/ADX50/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/MACD3/BOP0.03/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD3/BOP0.01/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD3/BOP-0.01/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD3/BOP-0.03/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD3/BOP-0.05/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD3/BOP-0.07/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD2/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD1/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/MACD0/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MACD3/BOP0.05/ADX40/, 1.29, 0.8618, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/BOP0.05/ADX45/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MACD3/BOP0.05/ADX50/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MACD3/BOP0.03/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD3/BOP0.01/, 1.86, 0.8523, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD3/BOP-0.01/, 1.86, 0.8523, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD3/BOP-0.03/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD3/BOP-0.05/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD3/BOP-0.07/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD2/, 2.14, 0.8575, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD1/, 2.14, 0.8575, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MACD0/, 2.14, 0.8575, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/BOP0.05/ADX40/, 1, 0.8666, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MOM0/BOP0.05/ADX45/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/BOP0.05/ADX50/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/BOP0.03/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/BOP0.01/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/BOP-0.01/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/BOP-0.03/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/BOP-0.05/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MOM0/BOP-0.07/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/BOP0.05/ADX40/, 1.29, 0.8618, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/BOP0.05/ADX45/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/BOP0.05/ADX50/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/BOP0.03/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/BOP0.01/, 1.86, 0.8523, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/BOP-0.01/, 1.86, 0.8523, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/BOP-0.03/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/BOP-0.05/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/BOP-0.07/, 1.71, 0.8541, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/MACD2/ADX40/, 1, 0.8666, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MOM0/MACD2/ADX45/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/MACD2/ADX50/, 1, 0.8627, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MACD2/ADX40/, 1.29, 0.8618, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD2/ADX45/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MACD2/ADX50/, 1.29, 0.8492, 1, 1, 0, 0.5,, 1, 1, 0.642857142857143
RSI35/MOM0/MACD3/BOP0.07/ADX40/, 1.43, 0.8675, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MOM0/MACD3/BOP0.07/ADX45/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MOM0/MACD3/BOP0.07/ADX50/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MOM0/MACD3/BOP0.05/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MACD3/BOP0.07/ADX40/, 1.86, 0.8684, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MACD3/BOP0.07/ADX45/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/MACD3/BOP0.07/ADX50/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/MACD3/BOP0.05/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/BOP0.07/ADX40/, 1.43, 0.8675, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MOM0/BOP0.07/ADX45/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MOM0/BOP0.07/ADX50/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MOM0/BOP0.05/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/BOP0.07/ADX40/, 1.86, 0.8684, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/BOP0.07/ADX45/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/BOP0.07/ADX50/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/BOP0.05/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/MACD3/ADX40/, 1.43, 0.8675, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MOM0/MACD3/ADX45/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
