TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
RSI60/MOM0/MACD3/BOP0.07/ADX40/, 1.86, 0.5867, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
RSI60/MOM0/MACD3/BOP0.07/ADX45/, 2, 0.5853, 0.8,, 0.4444,,, 1, 0.75, 0.427771428571429
RSI60/MOM0/MACD3/BOP0.07/ADX50/, 2.57, 0.5823, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/MACD3/BOP0.05/, 2.71, 0.5823, 0.75,, 0.5,,, 0.8, 0.8, 0.407142857142857
RSI60/MACD3/BOP0.07/ADX30/, 8.71, 1.0192, 0.6471, 0.5, 0.7143, 0.8462, 1, 0.7, 0.8824, 0.755714285714286
RSI60/MACD3/BOP0.07/ADX35/, 10.57, 1.0202, 0.5909, 0.5, 0.7333, 0.875, 1, 0.7273, 0.8824, 0.758414285714286
RSI60/MACD3/BOP0.07/ADX40/, 11.29, 1.0191, 0.5652, 0.5, 0.7059, 0.7895, 1, 0.75, 0.8889, 0.742785714285714
RSI60/MACD3/BOP0.07/ADX45/, 11.71, 1.0194, 0.5833, 0.5, 0.6857, 0.7619, 1, 0.7692, 0.8889, 0.741285714285714
RSI60/MACD3/BOP0.07/ADX50/, 12.29, 1.0178, 0.5714, 0.5, 0.6857, 0.7273, 1, 0.7333, 0.8947, 0.730342857142857
RSI60/MACD3/BOP0.05/, 12.29, 1.018, 0.5357, 0.5, 0.7143, 0.7619, 1, 0.7333, 0.8947, 0.734271428571429
RSI60/MOM0/BOP0.07/ADX30/, 1, 0.5798, 0.6667,, 0.5,,, 1, 0.75, 0.416671428571429
RSI60/MOM0/BOP0.07/ADX35/, 1.57, 0.586, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
RSI60/MOM0/BOP0.07/ADX40/, 1.86, 0.5867, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
RSI60/MOM0/BOP0.07/ADX45/, 2, 0.5853, 0.8,, 0.4444,,, 1, 0.75, 0.427771428571429
RSI60/MOM0/BOP0.07/ADX50/, 2.57, 0.5823, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/BOP0.05/, 2.71, 0.5823, 0.75,, 0.5,,, 0.8, 0.8, 0.407142857142857
RSI60/BOP0.07/ADX30/, 8.71, 1.0192, 0.6471, 0.5, 0.7143, 0.8462, 1, 0.7, 0.8824, 0.755714285714286
RSI60/BOP0.07/ADX35/, 10.71, 1.0219, 0.5909, 0.5, 0.7333, 0.875, 1, 0.75, 0.8824, 0.761657142857143
RSI60/BOP0.07/ADX40/, 11.57, 1.0204, 0.5652, 0.5, 0.7059, 0.8, 1, 0.7692, 0.8889, 0.747028571428571
RSI60/BOP0.07/ADX45/, 12, 1.0206, 0.5833, 0.5, 0.6857, 0.7727, 1, 0.7857, 0.8889, 0.745185714285714
RSI60/BOP0.07/ADX50/, 12.57, 1.0189, 0.5714, 0.5, 0.6857, 0.7391, 1, 0.75, 0.8947, 0.734414285714286
RSI60/BOP0.05/, 12.57, 1.019, 0.5357, 0.5, 0.7143, 0.7727, 1, 0.75, 0.8947, 0.7382
RSI60/MOM0/MACD3/ADX30/, 1.14, 0.5791, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
RSI60/MOM0/MACD3/ADX35/, 1.71, 0.5858, 0.8,, 0.5,,, 1, 0.75, 0.435714285714286
RSI60/MOM0/MACD3/ADX40/, 2.14, 0.7099, 0.8, 0, 0.5,,, 1, 0.75, 0.435714285714286
RSI60/MOM0/MACD3/ADX45/, 2.29, 0.7087, 0.8333, 0, 0.4444,,, 1, 0.75, 0.432528571428571
RSI60/MOM0/MACD3/ADX50/, 2.86, 0.7064, 0.7778, 0, 0.4444,,, 0.8333, 0.8, 0.407928571428571
RSI60/MOM0/ADX30/, 1.14, 0.5791, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
RSI60/MOM0/ADX35/, 1.71, 0.5858, 0.8,, 0.5,,, 1, 0.75, 0.435714285714286
RSI60/MOM0/ADX40/, 2.14, 0.7099, 0.8, 0, 0.5,,, 1, 0.75, 0.435714285714286
RSI60/MOM0/ADX45/, 2.29, 0.7087, 0.8333, 0, 0.4444,,, 1, 0.75, 0.432528571428571
RSI60/MOM0/ADX50/, 2.86, 0.7064, 0.7778, 0, 0.4444,,, 0.8333, 0.8, 0.407928571428571
RSI60/MOM0/MACD3/BOP0.07/, 2.71, 0.5823, 0.75,, 0.5,,, 0.8, 0.8, 0.407142857142857
RSI60/MACD3/BOP0.07/, 12.57, 1.0167, 0.5517, 0.5, 0.7027, 0.7273, 1, 0.6875, 0.8947, 0.723414285714286
RSI60/MOM0/BOP0.07/, 2.71, 0.5823, 0.75,, 0.5,,, 0.8, 0.8, 0.407142857142857
RSI60/BOP0.07/, 12.86, 1.0177, 0.5517, 0.5, 0.7027, 0.7391, 1, 0.7059, 0.8947, 0.727728571428571
RSI60/MOM0/MACD3/, 3, 0.7064, 0.7778, 0, 0.5,,, 0.8333, 0.8, 0.415871428571429
RSI60/MOM0/, 3, 0.7064, 0.7778, 0, 0.5,,, 0.8333, 0.8, 0.415871428571429
RSI40/MOM0/MACD3/BOP0.05/ADX25/, 1.43, 1.006, 0.5, 0, 0.5, 1, 1, 0, 1, 0.571428571428571
RSI40/MOM0/MACD3/BOP0.05/ADX30/, 2.71, 1.0266, 0.5, 0.5, 0.7, 1, 1, 0.5, 1, 0.742857142857143
RSI40/MOM0/MACD3/BOP0.05/ADX35/, 3.14, 1.0293, 0.5, 0.5, 0.75, 1, 1, 0.5, 1, 0.75
RSI40/MOM0/MACD3/BOP0.05/ADX40/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/MACD3/BOP0.05/ADX45/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/MACD3/BOP0.05/ADX50/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/MACD3/BOP0.03/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP0.01/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP-0.01/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP-0.03/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP-0.05/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP-0.07/, 5, 1.0542, 0.75, 1, 0.8125, 1, 1, 0.6667, 1, 0.889885714285714
RSI40/MOM0/MACD2/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD1/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD0/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
MOM0/MACD3/BOP0.05/ADX25/, 5.57, 1.0095, 0.6, 0.4, 0.5294, 0.8333, 1, 0.2857, 0.9412, 0.655657142857143
RSI40/MACD3/BOP0.05/ADX25/, 1.86, 1.0072, 0.5, 0, 0.5, 1, 1, 0, 1, 0.571428571428571
RSI40/MACD3/BOP0.05/ADX30/, 3.43, 1.0303, 0.6667, 0.5, 0.7, 1, 1, 0.5, 1, 0.766671428571429
RSI40/MACD3/BOP0.05/ADX35/, 4, 1.0297, 0.5, 0.5, 0.7692, 1, 1, 0.5, 1, 0.752742857142857
RSI40/MACD3/BOP0.05/ADX40/, 4.86, 1.0393, 0.6667, 0.5, 0.8125, 1, 1, 0.5, 1, 0.782742857142857
RSI40/MACD3/BOP0.05/ADX45/, 4.86, 1.0366, 0.6667, 0.5, 0.7647, 1, 1, 0.5, 1, 0.775914285714286
RSI40/MACD3/BOP0.05/ADX50/, 5, 1.0351, 0.6667, 0.5, 0.7647, 1, 1, 0.5, 1, 0.775914285714286
RSI40/MACD3/BOP0.03/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MACD3/BOP0.01/, 6.43, 1.0336, 0.5714, 0.5, 0.8, 1, 1, 0.6667, 1, 0.791157142857143
RSI40/MACD3/BOP-0.01/, 6.43, 1.0336, 0.5714, 0.5, 0.8, 1, 1, 0.6667, 1, 0.791157142857143
RSI40/MACD3/BOP-0.03/, 6.29, 1.0376, 0.6, 0.5, 0.8, 1, 1, 0.6667, 1, 0.795242857142857
RSI40/MACD3/BOP-0.05/, 6.29, 1.0376, 0.6, 0.5, 0.8, 1, 1, 0.6667, 1, 0.795242857142857
RSI40/MACD3/BOP-0.07/, 6.29, 1.0507, 0.6, 1, 0.8, 1, 1, 0.6667, 1, 0.866671428571429
RSI40/MACD2/, 6.86, 1.0347, 0.625, 0.5, 0.8095, 0.8889, 1, 0.7143, 1, 0.7911
RSI40/MACD1/, 6.86, 1.0347, 0.625, 0.5, 0.8095, 0.8889, 1, 0.7143, 1, 0.7911
RSI40/MACD0/, 6.86, 1.0364, 0.625, 0.5, 0.8095, 1, 1, 0.7143, 1, 0.806971428571429
MACD3/BOP0.05/ADX25/, 11.14, 1.0095, 0.5833, 0.4, 0.625, 0.7778, 1, 0.3571, 0.9167, 0.6657
RSI40/MOM0/BOP0.05/ADX25/, 1.43, 1.006, 0.5, 0, 0.5, 1, 1, 0, 1, 0.571428571428571
RSI40/MOM0/BOP0.05/ADX30/, 2.71, 1.0266, 0.5, 0.5, 0.7, 1, 1, 0.5, 1, 0.742857142857143
RSI40/MOM0/BOP0.05/ADX35/, 3.14, 1.0293, 0.5, 0.5, 0.75, 1, 1, 0.5, 1, 0.75
RSI40/MOM0/BOP0.05/ADX40/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/BOP0.05/ADX45/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/BOP0.05/ADX50/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/BOP0.03/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP0.01/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP-0.01/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP-0.03/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP-0.05/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP-0.07/, 5, 1.0542, 0.75, 1, 0.8125, 1, 1, 0.6667, 1, 0.889885714285714
MOM0/BOP0.05/ADX25/, 5.57, 1.0095, 0.6, 0.4, 0.5294, 0.8333, 1, 0.2857, 0.9412, 0.655657142857143
RSI40/BOP0.05/ADX25/, 1.86, 1.0072, 0.5, 0, 0.5, 1, 1, 0, 1, 0.571428571428571
RSI40/BOP0.05/ADX30/, 3.43, 1.0303, 0.6667, 0.5, 0.7, 1, 1, 0.5, 1, 0.766671428571429
RSI40/BOP0.05/ADX35/, 4, 1.0297, 0.5, 0.5, 0.7692, 1, 1, 0.5, 1, 0.752742857142857
RSI40/BOP0.05/ADX40/, 4.86, 1.0393, 0.6667, 0.5, 0.8125, 1, 1, 0.5, 1, 0.782742857142857
RSI40/BOP0.05/ADX45/, 4.86, 1.0366, 0.6667, 0.5, 0.7647, 1, 1, 0.5, 1, 0.775914285714286
RSI40/BOP0.05/ADX50/, 5, 1.0351, 0.6667, 0.5, 0.7647, 1, 1, 0.5, 1, 0.775914285714286
RSI40/BOP0.03/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/BOP0.01/, 6.43, 1.0336, 0.5714, 0.5, 0.8, 1, 1, 0.6667, 1, 0.791157142857143
RSI40/BOP-0.01/, 6.43, 1.0336, 0.5714, 0.5, 0.8, 1, 1, 0.6667, 1, 0.791157142857143
RSI40/BOP-0.03/, 6.29, 1.0376, 0.6, 0.5, 0.8, 1, 1, 0.6667, 1, 0.795242857142857
RSI40/BOP-0.05/, 6.29, 1.0376, 0.6, 0.5, 0.8, 1, 1, 0.6667, 1, 0.795242857142857
RSI40/BOP-0.07/, 6.29, 1.0507, 0.6, 1, 0.8, 1, 1, 0.6667, 1, 0.866671428571429
BOP0.05/ADX25/, 11.14, 1.0095, 0.5833, 0.4, 0.625, 0.7778, 1, 0.3571, 0.9167, 0.6657
RSI40/MOM0/MACD2/ADX25/, 1.43, 1.006, 0.5, 0, 0.5, 1, 1, 0, 1, 0.571428571428571
RSI40/MOM0/MACD2/ADX30/, 2.71, 1.0266, 0.5, 0.5, 0.7, 1, 1, 0.5, 1, 0.742857142857143
RSI40/MOM0/MACD2/ADX35/, 3.14, 1.0293, 0.5, 0.5, 0.75, 1, 1, 0.5, 1, 0.75
RSI40/MOM0/MACD2/ADX40/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/MACD2/ADX45/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
RSI40/MOM0/MACD2/ADX50/, 3.57, 1.0409, 0.75, 0.5, 0.7692, 1, 1, 0.5, 1, 0.788457142857143
MOM0/MACD2/ADX25/, 6.57, 1.01, 0.75, 0.4, 0.55, 0.8333, 1, 0.2667, 0.9412, 0.677314285714286
RSI40/MACD2/ADX25/, 2, 1.0087, 0.5, 0, 0.5714, 1, 1, 0, 1, 0.581628571428571
RSI40/MACD2/ADX30/, 3.71, 1.0315, 0.6667, 0.5, 0.7273, 1, 1, 0.6, 1, 0.784857142857143
RSI40/MACD2/ADX35/, 4.29, 1.0306, 0.5, 0.5, 0.7857, 1, 1, 0.6, 1, 0.769385714285714
RSI40/MACD2/ADX40/, 5.14, 1.0399, 0.6667, 0.5, 0.8235, 1, 1, 0.6, 1, 0.7986
RSI40/MACD2/ADX45/, 5.14, 1.0374, 0.6667, 0.5, 0.7778, 1, 1, 0.6, 1, 0.792071428571429
RSI40/MACD2/ADX50/, 5.29, 1.0359, 0.6667, 0.5, 0.7778, 1, 1, 0.6, 1, 0.792071428571429
RSI45/ADX25/, 5.86, 1.0068, 0.75, 0.3333, 0.6842, 0.6667, 1, 0.2, 0.9333, 0.6525
RSI45/ADX30/, 8.71, 1.0104, 0.6364, 0.5, 0.7308, 0.6364, 1, 0.3333, 0.95, 0.683842857142857
RSI40/MOM0/MACD3/BOP0.07/ADX25/, 2, 1.0044, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/MOM0/MACD3/BOP0.07/ADX30/, 3.57, 1.0263, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/MOM0/MACD3/BOP0.07/ADX35/, 4.14, 1.0277, 0.5, 0.5, 0.8, 1, 1, 0.6, 1, 0.771428571428571
RSI40/MOM0/MACD3/BOP0.07/ADX40/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP0.07/ADX45/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP0.07/ADX50/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/BOP0.05/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MACD3/BOP0.07/ADX25/, 2.43, 1.0073, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/MACD3/BOP0.07/ADX30/, 4.29, 1.0281, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/MACD3/BOP0.07/ADX35/, 5, 1.0271, 0.4, 0.5, 0.8125, 1, 1, 0.6, 1, 0.758928571428571
RSI40/MACD3/BOP0.07/ADX40/, 6.29, 1.038, 0.625, 0.5, 0.8421, 1, 1, 0.6667, 1, 0.804828571428571
RSI40/MACD3/BOP0.07/ADX45/, 6.29, 1.0358, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MACD3/BOP0.07/ADX50/, 6.43, 1.0345, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MACD3/BOP0.05/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MOM0/BOP0.07/ADX25/, 2, 1.0044, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/MOM0/BOP0.07/ADX30/, 3.57, 1.0263, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/MOM0/BOP0.07/ADX35/, 4.14, 1.0277, 0.5, 0.5, 0.8, 1, 1, 0.6, 1, 0.771428571428571
RSI40/MOM0/BOP0.07/ADX40/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP0.07/ADX45/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP0.07/ADX50/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/BOP0.05/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/BOP0.07/ADX25/, 2.43, 1.0073, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/BOP0.07/ADX30/, 4.29, 1.0281, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/BOP0.07/ADX35/, 5, 1.0271, 0.4, 0.5, 0.8125, 1, 1, 0.6, 1, 0.758928571428571
RSI40/BOP0.07/ADX40/, 6.29, 1.038, 0.625, 0.5, 0.8421, 1, 1, 0.6667, 1, 0.804828571428571
RSI40/BOP0.07/ADX45/, 6.29, 1.0358, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/BOP0.07/ADX50/, 6.43, 1.0345, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/BOP0.05/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MOM0/MACD3/ADX25/, 2, 1.0044, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/MOM0/MACD3/ADX30/, 3.57, 1.0263, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/MOM0/MACD3/ADX35/, 4.14, 1.0277, 0.5, 0.5, 0.8, 1, 1, 0.6, 1, 0.771428571428571
RSI40/MOM0/MACD3/ADX40/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/ADX45/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/MACD3/ADX50/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MACD3/ADX25/, 2.57, 1.0085, 0.5, 0, 0.6667, 1, 1, 0, 1, 0.595242857142857
RSI40/MACD3/ADX30/, 4.57, 1.029, 0.5, 0.5, 0.7857, 1, 1, 0.6667, 1, 0.778914285714286
RSI40/MACD3/ADX35/, 5.29, 1.0278, 0.4, 0.5, 0.8235, 1, 1, 0.6667, 1, 0.770028571428571
RSI40/MACD3/ADX40/, 6.57, 1.0383, 0.625, 0.5, 0.85, 1, 1, 0.7143, 1, 0.812757142857143
RSI40/MACD3/ADX45/, 6.57, 1.0362, 0.625, 0.5, 0.8095, 1, 1, 0.7143, 1, 0.806971428571429
RSI40/MACD3/ADX50/, 6.71, 1.035, 0.625, 0.5, 0.8095, 1, 1, 0.7143, 1, 0.806971428571429
RSI40/MOM0/ADX25/, 2, 1.0044, 0.5, 0, 0.625, 1, 1, 0, 1, 0.589285714285714
RSI40/MOM0/ADX30/, 3.57, 1.0263, 0.5, 0.5, 0.7692, 1, 1, 0.6, 1, 0.767028571428572
RSI40/MOM0/ADX35/, 4.14, 1.0277, 0.5, 0.5, 0.8, 1, 1, 0.6, 1, 0.771428571428571
RSI40/MOM0/ADX40/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/ADX45/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MOM0/ADX50/, 4.86, 1.0388, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/ADX25/, 3.14, 1.0074, 0.5, 0.5, 0.5455, 1, 1, 0, 1, 0.649357142857143
RSI40/ADX30/, 5.29, 1.0233, 0.5, 0.6667, 0.6875, 1, 1, 0.7143, 1, 0.7955
RSI40/ADX35/, 6.14, 1.0232, 0.4, 0.75, 0.7368, 1, 1, 0.7143, 1, 0.800157142857143
RSI40/ADX40/, 7.57, 1.0342, 0.6667, 0.75, 0.7727, 1, 1, 0.75, 1, 0.848485714285714
RSI40/ADX45/, 7.57, 1.031, 0.6667, 0.75, 0.7391, 0.9, 1, 0.75, 1, 0.8294
RSI40/ADX50/, 7.71, 1.03, 0.6667, 0.75, 0.7391, 0.9, 1, 0.75, 1, 0.8294
RSI40/MOM0/MACD3/BOP0.07/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MACD3/BOP0.07/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MOM0/BOP0.07/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/BOP0.07/, 6.57, 1.0359, 0.625, 0.5, 0.8, 1, 1, 0.6667, 1, 0.798814285714286
RSI40/MOM0/MACD3/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/MACD3/, 6.86, 1.0347, 0.625, 0.5, 0.8095, 0.8889, 1, 0.7143, 1, 0.7911
RSI40/MOM0/, 5, 1.041, 0.75, 0.5, 0.8125, 1, 1, 0.6667, 1, 0.818457142857143
RSI40/, 9.86, 1.03, 0.6364, 0.6, 0.7692, 0.8125, 1, 0.75, 1, 0.795442857142857
MACD2/BBANDS0.07/ADX30/, 5.71, 0.8774, 0.6842, 1, 0.4167, 0.75,, 0.5714, 0.75, 0.596042857142857
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX45/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX50/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/MACD3/BOP0.07/BBANDS0.06/, 3.71, 0.741, 0.8333,, 0.8, 1,, 0.6667, 0.875, 0.596428571428572
RSI55/MACD3/BOP0.07/BBANDS0.05/, 2.29, 0.7353, 0.8,, 1, 1,, 1, 1, 0.685714285714286
RSI55/MACD3/BOP0.07/BBANDS0.04/, 1.14, 0.7232, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI55/MACD3/BOP0.07/BBANDS0.03/, 0.29, 0.2883, 0.5,,,,, 1,, 0.214285714285714
RSI55/MACD3/BOP0.07/BBANDS0.02/, 0.14, 0.1423, 1,,,,,,, 0.142857142857143
RSI55/MACD3/BOP0.05/, 12.14, 0.8732, 0.6667, 0.5, 0.7647, 0.6538,, 0.6, 0.9583, 0.591928571428571
RSI55/MACD3/BOP0.03/, 11.86, 0.8746, 0.6667, 0.5, 0.7647, 0.6522,, 0.6429, 0.9583, 0.597828571428571
RSI55/MACD3/BOP0.01/, 11.71, 0.8744, 0.6667, 0.5, 0.7647, 0.6522,, 0.6154, 0.9583, 0.5939
RSI55/MACD3/BOP-0.01/, 11.71, 0.8744, 0.6667, 0.5, 0.7647, 0.6522,, 0.6154, 0.9583, 0.5939
RSI55/MACD3/BOP-0.03/, 11.71, 0.8776, 0.6667, 0.6667, 0.7879, 0.6522,, 0.6154, 0.9583, 0.621028571428571
RSI55/MACD3/BOP-0.05/, 11, 0.8761, 0.7, 0.5, 0.7879, 0.6522,, 0.5833, 0.9545, 0.596842857142857
RSI55/MACD3/BOP-0.07/, 10.86, 0.8763, 0.7, 0.5, 0.7812, 0.6522,, 0.5833, 0.9545, 0.595885714285714
RSI55/MACD2/, 18.29, 1.0247, 0.6667, 0.375, 0.6852, 0.6875, 1, 0.5581, 0.9, 0.696071428571429
RSI55/MACD1/, 18.29, 1.0262, 0.7, 0.4286, 0.6852, 0.6875, 1, 0.5581, 0.9, 0.708485714285714
RSI55/MACD0/, 9.86, 0.8735, 0.8, 1, 0.7188, 0.6875,, 0.4, 0.9091, 0.645057142857143
RSI50/MACD3/BOP0.07/BBANDS0.03/, 0.71, 0.4224, 1,, 0.5,,,, 1, 0.357142857142857
RSI50/MACD3/BOP0.07/BBANDS0.02/, 0.43, 0.4277, 1,, 1,,,, 1, 0.428571428571429
RSI50/MACD3/BOP-0.01/, 10.71, 1.0154, 0.9286, 0.3333, 0.6471, 0.6957, 1, 0.5, 0.8947, 0.7142
RSI50/MACD3/BOP-0.03/, 10.57, 1.0174, 0.9231, 0.3333, 0.6667, 0.6957, 1, 0.5556, 0.8947, 0.724157142857143
RSI50/MACD3/BOP-0.05/, 10.29, 1.018, 0.9167, 0.3333, 0.6667, 0.6957, 1, 0.5556, 0.8889, 0.722414285714286
RSI50/MACD3/BOP-0.07/, 10.29, 1.0183, 0.9167, 0.3333, 0.6875, 0.6957, 1, 0.5556, 0.8889, 0.725385714285714
MACD3/BOP0.07/BBANDS0.03/, 3.71, 0.8562, 0.75, 1, 0.6667, 1,, 1, 1, 0.773814285714286
MACD3/BOP0.07/BBANDS0.02/, 1.57, 0.7235, 1,, 1, 1,, 1, 1, 0.714285714285714
RSI55/BOP0.07/BBANDS0.07/ADX45/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/BOP0.07/BBANDS0.07/ADX50/, 5.14, 0.7348, 0.875,, 0.7143, 0.8889,, 0.8, 0.875, 0.593314285714286
RSI55/BOP0.07/BBANDS0.06/, 3.71, 0.741, 0.8333,, 0.8, 1,, 0.6667, 0.875, 0.596428571428572
RSI55/BOP0.07/BBANDS0.05/, 2.29, 0.7353, 0.8,, 1, 1,, 1, 1, 0.685714285714286
RSI55/BOP0.07/BBANDS0.04/, 1.14, 0.7232, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI55/BOP0.07/BBANDS0.03/, 0.29, 0.2883, 0.5,,,,, 1,, 0.214285714285714
RSI55/BOP0.07/BBANDS0.02/, 0.14, 0.1423, 1,,,,,,, 0.142857142857143
